"title","type","release_year","age_certification","runtime","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","main_genre","country"
"Tee Shot: Ariya Jutanugarn","MOVIE",2019,NA,103,NA,NA,NA,1.4,6.2,"drama","Other"
"Unroyal","MOVIE",2020,NA,97,NA,NA,NA,0.615,NA,"drama","Nigeria"
"Park Na-rae: Glamour Warning","MOVIE",2019,NA,62,NA,NA,NA,1.376,5.8,"comedy","Korea"
"Sleepless Society NYCTOPHOBIA","SHOW",2019,"TV-MA",46,1,5.5,43,3.134,9.3,"drama","Other"
"Ave Maryam","MOVIE",2019,NA,74,NA,7,479,2.421,6.1,"romance","Indonesia"
"Uncle Naji in UAE","MOVIE",2019,"PG-13",95,NA,5,59,0.691,10,"comedy","Other"
"Tarung Sarung","MOVIE",2020,NA,115,NA,6.3,189,3.027,7.4,"drama","Indonesia"
"Mauricio Meirelles: Generating Chaos","MOVIE",2020,NA,63,NA,NA,NA,1.871,7.7,"comedy","Brazil"
"Lola Igna","MOVIE",2019,NA,114,NA,7.2,183,1.64,8,"drama","Philippines"
"Kenny Sebastian: The Most Interesting Person in the Room","MOVIE",2020,NA,67,NA,6.2,987,2.77,6.9,"comedy","India"
"We Are Legends","MOVIE",2019,NA,108,NA,5.1,193,1.532,5,"action","Other"
"Beyond the Boundary: ICC Women's T20 World Cup Australia 2020","MOVIE",2020,NA,59,NA,NA,NA,1.168,NA,"documentation","Australia"
"Fate of Alakada","MOVIE",2020,NA,114,NA,7,54,1.776,10,"comedy","Nigeria"
"A Go! Go! Cory Carson Christmas","MOVIE",2020,NA,21,NA,6.3,48,13.391,6.9,"animation","USA"
"Your Excellency","MOVIE",2019,NA,120,NA,6.6,43,1.743,NA,"comedy","Nigeria"
"Andre and His Olive Tree","MOVIE",2020,NA,104,NA,6.6,201,2.604,5,"documentation","Other"
"Nenjamundu Nermaiyundu Odu Raja","MOVIE",2019,"G",128,NA,6.1,366,0.782,5.5,"comedy","India"
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome","MOVIE",2019,"G",120,NA,NA,NA,1.701,7,"documentation","Japan"
"Namaste Wahala","MOVIE",2020,NA,106,NA,5.2,1536,5.519,7.7,"comedy","Nigeria"
"Super Monsters: Santa's Super Monster Helpers","MOVIE",2020,NA,24,NA,4.5,25,3.238,7.7,"animation","USA"
"True: Rainbow Rescue","MOVIE",2020,NA,23,NA,NA,NA,3.517,10,"animation","USA"
"High End Yaariyaan","MOVIE",2019,NA,140,NA,5.8,1513,2.055,7.5,"romance","India"
"In Paradox","MOVIE",2019,NA,95,NA,5,145,1.548,4,"thriller","Other"
"Mohamed Hussein","MOVIE",2019,NA,96,NA,NA,NA,1.421,7.2,"comedy","Other"
"The Panti Sisters","MOVIE",2019,"PG-13",108,NA,5.6,264,2.178,4.6,"comedy","Philippines"
"Baxu and the Giants","MOVIE",2019,NA,29,NA,NA,NA,1.565,NA,"drama",NA
"Luccas Neto in: Children's Day","MOVIE",2019,NA,81,NA,2.5,12,1.874,8.6,"comedy","Brazil"
"Ratones Paranoicos: The Band That Rocked Argentina","MOVIE",2019,NA,76,NA,NA,NA,2.059,NA,"documentation","Argentina"
"The American Game","MOVIE",2019,NA,92,NA,NA,NA,0.988,5,"comedy","Other"
"Holiday Home Makeover with Mr. Christmas","SHOW",2020,"TV-G",43,1,5.8,291,6.128,6.8,"reality","USA"
"Uma Maheswara Ugra Roopasya","MOVIE",2020,NA,136,NA,NA,NA,2.663,6.8,"drama","India"
"Wave of Cinema: Generasi 90an","MOVIE",2020,NA,51,NA,NA,NA,0.6,NA,"music","Indonesia"
"Nailed It! Spain","SHOW",2019,"TV-PG",31,1,NA,NA,3.026,7.1,"reality","USA"
"Generasi 90an: Melankolia","MOVIE",2020,NA,94,NA,NA,NA,3.272,7,"drama","Indonesia"
"Wave of Cinema: Surat Dari Timur","MOVIE",2020,NA,57,NA,NA,NA,0.908,NA,"music","Indonesia"
"Buddi","SHOW",2020,"TV-Y",8,2,7.1,61,2.003,10,"fantasy","USA"
"I'm Glad I Did","MOVIE",2020,NA,123,NA,8.4,1387,1.022,9.1,"documentation","Turkey"
"RK Nagar","MOVIE",2019,NA,110,NA,5.1,137,2.967,4,"comedy","India"
"Ladies Up","SHOW",2020,NA,17,1,4.3,234,0.946,8,"reality","India"
"Kings of Jo'Burg","SHOW",2020,"TV-MA",51,1,5.6,491,6.273,8,"crime","Other"
"Si Doel the Movie 2","MOVIE",2019,NA,95,NA,7,182,1.352,7.3,"romance","Indonesia"
"My Stupid Boss 2","MOVIE",2019,NA,94,NA,6.6,451,1.849,5.4,"comedy","Indonesia"
"I'm with the Band: Nasty Cherry","SHOW",2019,"TV-MA",0,1,NA,NA,3.873,7.2,"reality","USA"
"The House Arrest of Us","SHOW",2020,"TV-PG",26,1,5.6,107,2.586,NA,"comedy","Philippines"
"The Book of Sun","MOVIE",2020,NA,130,NA,NA,NA,2.719,8.1,"thriller","Other"
"Kaagar","MOVIE",2019,NA,129,NA,6.2,64,0.6,NA,"crime","India"
"Fary: Hexagone","SHOW",2020,"TV-MA",51,1,6.2,126,1.968,7,"comedy","France"
"Carlos Almaraz: Playing with Fire","MOVIE",2019,NA,82,NA,7.5,58,1.818,7,"documentation","USA"
"True Tunes","SHOW",2019,"TV-Y7",3,1,8,14,1.052,10,"family","USA"
"Awon Boyz","MOVIE",2019,NA,39,NA,NA,NA,0.625,NA,"documentation","Nigeria"
"Bypass Road","MOVIE",2019,NA,137,NA,5.4,999,2.651,5.3,"thriller","India"
"Rakkhosh","MOVIE",2019,NA,113,NA,4.9,184,1.479,6.1,"horror","India"
"Hamid","MOVIE",2019,NA,108,NA,7.7,1189,2.131,7,"drama","India"
"Children of Adam","SHOW",2020,"TV-14",41,1,7.8,170,3.074,8.5,"action","Other"
"A Home with a View","MOVIE",2019,NA,92,NA,5.9,294,4.262,6,"comedy","Other"
"Cemara's Family","MOVIE",2019,NA,110,NA,7.8,750,2.513,8.4,"drama","Indonesia"
"Three Thieves","MOVIE",2019,NA,108,NA,NA,NA,0.944,NA,"comedy","Nigeria"
"100% Halal","MOVIE",2020,NA,100,NA,NA,NA,1.511,NA,"drama","Indonesia"
"Dear Affy","MOVIE",2020,NA,126,NA,NA,NA,1.999,NA,"romance","Nigeria"
"David A. Arnold Fat Ballerina","MOVIE",2020,NA,60,NA,7.4,71,2.141,4.7,"comedy","USA"
"I Have A Script","SHOW",2019,"TV-14",45,1,NA,NA,2.642,10,"drama","Other"
"Alone/Together","MOVIE",2019,NA,103,NA,6.8,451,2.618,7.1,"drama","Philippines"
"Between Maybes","MOVIE",2019,NA,107,NA,6.2,172,0.776,4,"drama","Philippines"
"Sur Sapata","MOVIE",2019,NA,128,NA,7.4,45,0.683,8.5,"drama","India"
"Mama Drama","MOVIE",2020,NA,85,NA,6.3,8,NA,NA,"drama","USA"
"The Defected","SHOW",2019,"TV-14",42,1,7.4,68,3.82,9,"drama","Other"
"Tuna Girl","MOVIE",2019,NA,89,NA,6.1,140,1.225,6.5,"drama","Japan"
"The Wedding Shaman","MOVIE",2019,NA,111,NA,7.1,158,1.211,6.5,"romance","Indonesia"
"Dilan 1991","MOVIE",2019,NA,118,NA,6.8,1047,3.351,6.8,"drama","Indonesia"
"Bhai - Vyakti Ki Valli 2","MOVIE",2019,"R",130,NA,7.8,195,1.314,8,"comedy","India"
"This Lady Called Life","MOVIE",2020,NA,120,NA,6.8,62,1.475,NA,"drama","Nigeria"
"One Take","MOVIE",2020,NA,85,NA,5.9,52,NA,NA,"documentation","Other"
"#FriendButMarried 2","MOVIE",2020,NA,104,NA,6.9,300,1.298,7.5,"drama","Indonesia"
"Luccas Neto in: Summer Camp","MOVIE",2019,"G",87,NA,2.8,52,1.666,8.4,"comedy","Brazil"
"Girl's Revenge","MOVIE",2020,NA,81,NA,5.7,190,3.153,5.1,"drama","Taiwan"
"Kolaiyuthir Kaalam","MOVIE",2019,NA,109,NA,2.6,398,2.332,4.2,"thriller","India"
"Sakaling Maging Tayo","MOVIE",2019,NA,90,NA,7.1,73,1.741,8,"comedy","Philippines"
"Story of Kale: When Someone's in Love","MOVIE",2020,NA,77,NA,6.4,270,3.615,7,"drama","Indonesia"
"The Girl and the Gun","MOVIE",2019,NA,80,NA,NA,NA,1.841,6.1,"thriller","Philippines"
"Born Beautiful","MOVIE",2019,NA,96,NA,5.5,118,1.867,5.7,"comedy","Philippines"
"Milea","MOVIE",2020,NA,99,NA,6.4,547,2.213,5.7,"romance","Indonesia"
"Stunt School","MOVIE",2019,NA,95,NA,4.4,1123,1.844,4,"comedy","Turkey"
"What the Love! with Karan Johar","SHOW",2020,NA,47,1,NA,NA,1.617,7,"reality","Other"
"A Perfect Day for Arsenide","SHOW",2020,"TV-MA",23,1,5,16,3.298,NA,"drama","Other"
"Anatomy of a Scandal","SHOW",2022,"TV-MA",45,1,7,16425,40.449,7.8,"drama","UK"
"Heartstopper","SHOW",2022,"TV-14",28,1,8.9,28978,926.362,8.9,"drama","UK"
"The Pentaverate","SHOW",2022,"TV-MA",27,1,6.1,3409,33.635,NA,"comedy","USA"
"Our Great National Parks","SHOW",2022,NA,52,1,NA,NA,6.666,8.1,"documentation","USA"
"Inventing Anna","SHOW",2022,"TV-MA",68,1,6.8,54105,126.677,6.8,"drama","USA"
"The Adam Project","MOVIE",2022,"PG-13",106,NA,6.7,156603,919.599,7,"drama","USA"
"Operation Mincemeat","MOVIE",2022,"PG-13",128,NA,6.9,1972,43.158,6.7,"drama","UK"
"The Power of the Dog","MOVIE",2021,"R",126,NA,6.9,158487,62.339,6.8,"drama","Canada"
"Pieces of Her","SHOW",2022,"TV-MA",52,1,6.4,11322,15.955,6.6,"crime","USA"
"Choose or Die","MOVIE",2022,NA,85,NA,4.7,14911,45.532,5.3,"thriller","UK"
"Metal Lords","MOVIE",2022,"R",97,NA,6.7,19689,343.77,6.8,"drama","USA"
"Conversations with a Killer: The John Wayne Gacy Tapes","SHOW",2022,"TV-MA",61,1,7.2,3984,534.857,7.8,"crime","USA"
"The Bubble","MOVIE",2022,"R",126,NA,4.7,20080,250.543,4.9,"comedy","USA"
"White Hot: The Rise & Fall of Abercrombie & Fitch","MOVIE",2022,"R",88,NA,5.6,1184,10.804,5.7,"documentation","USA"
"Pacific Rim: The Black","SHOW",2021,"TV-14",24,2,7,4796,76.137,8.4,"animation","USA"
"Vikings: Valhalla","SHOW",2022,"TV-MA",51,1,7.1,31330,504.811,8.1,"war","USA"
"Arcane","SHOW",2021,"TV-14",41,1,9.1,175412,138.891,9.1,"action","USA"
"Windfall","MOVIE",2022,"R",92,NA,5.7,17218,133.608,5.3,"thriller","USA"
"tick, tick... BOOM!","MOVIE",2021,"PG-13",121,NA,7.5,96418,40.707,7.8,"drama","USA"
"Hold Tight","SHOW",2022,"TV-MA",47,1,6.1,1113,14.897,7.2,"crime","Other"
"Bad Vegan: Fame. Fraud. Fugitives.","SHOW",2022,"TV-MA",52,1,5.8,2062,4.076,5.1,"crime","USA"
"Midnight Mass","SHOW",2021,"TV-MA",64,1,7.7,102321,138.708,7.6,"action","USA"
"Don't Look Up","MOVIE",2021,"R",138,NA,7.2,498447,115.376,7.2,"scifi","USA"
"Murderville","SHOW",2022,"TV-MA",34,1,6.9,10414,6.027,5.9,"crime","USA"
"Clark","SHOW",2022,"TV-MA",61,1,7.5,1991,52.364,7.1,"comedy","Other"
"The Ultimatum: Marry or Move On","SHOW",2022,"TV-MA",50,1,5.4,1440,3.902,7,"reality","USA"
"Apollo 10½:  A Space Age Childhood","MOVIE",2022,"PG-13",98,NA,7.3,4932,12.34,7.1,"comedy","Other"
"Hard Cell","SHOW",2022,"TV-MA",26,1,6.1,618,3.175,5.5,"comedy","USA"
"The Woman in the House Across the Street from the Girl in the Window","SHOW",2022,"TV-MA",26,1,6.3,38964,16.343,7.2,"crime","USA"
"Archive 81","SHOW",2022,"TV-MA",54,1,7.3,43068,99.77,7.4,"scifi","USA"
"Peter Rabbit 2: The Runaway","MOVIE",2021,"PG",93,NA,6.2,10714,120.527,7.3,"fantasy","USA"
"Jimmy Savile: A British Horror Story","SHOW",2022,"TV-MA",85,1,6.7,4711,6.13,7.1,"crime","UK"
"Squid Game","SHOW",2021,"TV-MA",54,2,8,416738,272.707,7.8,"action","Korea"
"The Mystery of Marilyn Monroe: The Unheard Tapes","MOVIE",2022,"R",101,NA,6.2,2233,205.417,6.3,"documentation","USA"
"Black Crab","MOVIE",2022,NA,114,NA,5.6,17101,944.405,6.2,"war","Other"
"Yakamoz S-245","SHOW",2022,"TV-MA",48,1,6.1,3861,26.545,7.2,"scifi","Turkey"
"Bubble","MOVIE",2022,"PG",101,NA,6.5,2468,62.08,7.8,"scifi","Japan"
"The Lost Daughter","MOVIE",2021,"R",122,NA,6.7,56650,46.069,6.6,"drama","UK"
"365 Days: This Day","MOVIE",2022,NA,111,NA,2.5,10739,1823.374,5.6,"romance","Other"
"Welcome To Eden","SHOW",2022,"TV-MA",41,1,4.9,973,6.225,NA,"drama","Spain"
"The Mitchells vs. the Machines","MOVIE",2021,"PG",113,NA,7.6,100787,60.224,8,"animation","USA"
"Red Notice","MOVIE",2021,"PG-13",117,NA,6.3,255356,390.768,6.8,"comedy","USA"
"Stay Close","SHOW",2021,"TV-MA",47,1,6.9,28669,12.185,7.2,"crime","UK"
"Maid","SHOW",2021,"TV-MA",54,1,8.4,74955,0.6,7.9,"drama","USA"
"The Marked Heart","SHOW",2022,"TV-MA",44,2,6.3,1103,1455.085,6.8,"thriller","Other"
"Meltdown: Three Mile Island","SHOW",2022,"TV-14",44,1,7,958,16.052,6.3,"documentation","USA"
"Shadow and Bone","SHOW",2021,"TV-14",52,1,7.6,77782,40.145,8.2,"scifi","USA"
"Lupin","SHOW",2021,"TV-MA",46,3,7.5,100575,80.767,7.9,"crime","France"
"The Alpinist","MOVIE",2021,"PG-13",92,NA,8,7192,9.969,7.7,"documentation","USA"
"The Guardians of Justice","SHOW",2022,"TV-MA",29,1,NA,NA,359.74,6.5,"scifi","USA"
"The Harder They Fall","MOVIE",2021,"R",139,NA,6.5,57549,259.097,6.7,"action","USA"
"Our Father","MOVIE",2022,NA,97,NA,NA,NA,48.759,6.1,"crime","USA"
"Against the Ice","MOVIE",2022,NA,102,NA,6.5,18057,190.822,6.8,"drama","Other"
"Brand New Cherry Flavor","SHOW",2021,"TV-MA",43,1,7.1,14449,94.346,6.9,"thriller","USA"
"Human Resources","SHOW",2022,"TV-MA",27,1,7.2,4761,37.594,6.8,"comedy","USA"
"All of Us Are Dead","SHOW",2022,"TV-MA",61,1,7.5,41393,678.734,8.5,"action","Korea"
"Heirs to the Land","SHOW",2022,"TV-MA",54,1,7,599,22.957,5.6,"comedy","Spain"
"The House","MOVIE",2022,"R",97,NA,6.8,12270,8.347,7,"animation","UK"
"Return to Space","MOVIE",2022,NA,128,NA,7.3,3270,35.747,6.3,"documentation","USA"
"The Weekend Away","MOVIE",2022,NA,91,NA,5.6,20207,293.216,5.9,"thriller","UK"
"Behind Her Eyes","SHOW",2021,"TV-MA",50,1,7.2,57514,27.95,7.6,"drama","UK"
"Gangubai Kathiawadi","MOVIE",2022,NA,157,NA,7,44045,48.715,7.7,"drama","India"
"Is It Cake?","SHOW",2022,"TV-PG",38,1,5.7,465,5.257,7.6,"reality","USA"
"Along for the Ride","MOVIE",2022,NA,106,NA,6,1432,229.844,6.8,"romance","USA"
"The Andy Warhol Diaries","SHOW",2022,"TV-MA",66,1,7.7,1496,2.932,7.6,"documentation","USA"
"The Colony","MOVIE",2021,"R",104,NA,5.4,7434,23.892,5.6,"scifi","Other"
"Rescued by Ruby","MOVIE",2022,NA,93,NA,7.1,6417,155.052,7.1,"drama","Canada"
"The Cuphead Show!","SHOW",2022,"TV-Y7",15,1,7.5,5792,107.524,8.1,"family","USA"
"The Takedown","MOVIE",2022,NA,119,NA,5.7,1768,255.762,5.6,"crime","France"
"Diana: The Musical","MOVIE",2021,"PG-13",117,NA,4.3,1189,5.947,5.8,"drama","USA"
"Cowboy Bebop","SHOW",2021,"TV-MA",45,1,6.6,35427,19.747,6.9,"scifi","USA"
"The Hand of God","MOVIE",2021,"R",130,NA,7.4,30235,42.813,7.6,"drama","Italy"
"The 7 Lives of Lea","SHOW",2022,"TV-MA",41,1,7.5,1196,81.887,7.7,"drama","France"
"The Unforgivable","MOVIE",2021,"R",112,NA,7.1,101975,78.677,7.5,"drama","Germany"
"The Guilty","MOVIE",2021,"R",90,NA,6.3,113483,46.903,6.4,"drama","USA"
"Coming Home in the Dark","MOVIE",2021,NA,93,NA,5.7,4049,33.096,5.9,"horror","Other"
"The Tinder Swindler","MOVIE",2022,NA,114,NA,7.2,57606,78.602,7.1,"crime","UK"
"The Silent Sea","SHOW",2021,"TV-MA",45,1,6.9,18548,138.542,8,"horror","Korea"
"Sweet Tooth","SHOW",2021,"TV-14",45,2,7.8,49182,82.385,8,"scifi","USA"
"Till Death","MOVIE",2021,"R",89,NA,5.8,19029,30.573,6.5,"horror","USA"
"Clickbait","SHOW",2021,"TV-MA",46,1,7.2,50140,60.49,7.6,"thriller","Australia"
"Worst Roommate Ever","SHOW",2022,"TV-MA",47,1,8.1,8,8.063,7.6,"crime","USA"
"Hellbound","SHOW",2021,"TV-MA",52,1,6.6,22107,218.433,7.6,"scifi","Korea"
"In from the Cold","SHOW",2022,"TV-MA",49,1,6.2,6663,10.393,7.6,"drama","USA"
"Silverton Siege","MOVIE",2022,"PG-13",100,NA,6.1,2122,393.011,6.9,"drama","Other"
"Komi Can't Communicate","SHOW",2021,"TV-14",24,2,7.8,4358,344.515,7.6,"drama","Japan"
"Tomorrow","SHOW",2022,"TV-14",60,1,7.7,603,38.209,9.3,"drama","Korea"
"Bullsh*t the Game Show","SHOW",2022,NA,0,1,NA,NA,5.984,7,"reality","USA"
"Munich: The Edge of War","MOVIE",2022,"PG-13",129,NA,6.8,26781,53.688,7,"drama","UK"
"Ginny & Georgia","SHOW",2021,"TV-14",54,1,7.4,44573,86.555,8.1,"drama","USA"
"Texas Chainsaw Massacre","MOVIE",2022,"R",83,NA,4.8,45810,437.842,5.1,"thriller","USA"
"Passing","MOVIE",2021,"PG-13",98,NA,6.7,13553,44.845,6.4,"drama","UK"
"Downfall: The Case Against Boeing","MOVIE",2022,"R",89,NA,7.4,9428,31.888,7.2,"documentation","USA"
"Inside Job","SHOW",2021,"TV-MA",28,1,7.6,15137,40.604,8.2,"comedy","USA"
"Dirty Lines","SHOW",2022,"TV-MA",46,1,7.3,717,5.4,8.3,"drama","Other"
"Trivia Quest","SHOW",2022,"TV-G",9,1,5.6,176,175.729,5.7,"family","USA"
"Army of Thieves","MOVIE",2021,"R",127,NA,6.4,71036,205.963,6.9,"comedy","Germany"
"Gunpowder Milkshake","MOVIE",2021,"R",114,NA,6,40888,138.626,6.4,"action","France"
"Captain Nova","MOVIE",2021,NA,86,NA,5.5,960,10.233,6.6,"scifi","Other"
"The Sparks Brothers","MOVIE",2021,"R",140,NA,7.8,4416,7.71,7.2,"documentation","UK"
"The Chair","SHOW",2021,"TV-MA",30,1,7.2,15894,1.4,7.1,"drama","USA"
"The Trip","MOVIE",2021,NA,113,NA,6.9,19706,79.627,6.7,"comedy","Other"
"The Chestnut Man","SHOW",2021,"TV-MA",55,1,7.7,41253,65.023,7.7,"crime","Other"
"Outlaws","MOVIE",2021,"R",125,NA,6.9,3722,96.602,7,"crime","Spain"
"Army of the Dead","MOVIE",2021,"R",148,NA,5.7,166882,128.616,6.3,"horror","USA"
"My Liberation Notes","SHOW",2022,"TV-14",62,1,8.4,276,62.434,8,"drama","Korea"
"jeen-yuhs","SHOW",2022,"TV-MA",93,1,8.1,7269,6.492,7,"documentation","USA"
"True Story","SHOW",2021,"TV-MA",39,1,7.5,16927,62.186,7.2,"drama","USA"
"14 Peaks: Nothing Is Impossible","MOVIE",2021,NA,101,NA,7.8,22858,23.898,7.5,"documentation","USA"
"Halston","SHOW",2021,"TV-MA",47,1,7.5,14040,21.349,7.3,"drama","USA"
"Anxious People","SHOW",2021,"TV-MA",29,1,6.8,3709,2.972,6.4,"crime","Other"
"Bo Burnham: Inside","MOVIE",2021,"R",87,NA,8.7,44074,12.489,8.3,"comedy","USA"
"Young Royals","SHOW",2021,"TV-MA",45,1,8.3,26732,29.825,8.9,"drama","Other"
"Oxygen","MOVIE",2021,NA,100,NA,6.5,36803,35.875,6.6,"horror","France"
"The Shadow in My Eye","MOVIE",2021,NA,107,NA,7.3,8270,44.074,7.6,"drama","Other"
"Resident Evil: Infinite Darkness","SHOW",2021,"TV-MA",27,1,5.8,9500,25.489,7.9,"action","USA"
"Our Blues","SHOW",2022,"TV-MA",68,1,7.7,209,64.558,9,"drama","Korea"
"The Serpent","SHOW",2021,"TV-MA",57,1,7.6,41782,29.419,7.6,"drama","UK"
"Like A Rolling Stone: The Life & Times of Ben Fong-Torres","MOVIE",2021,NA,102,NA,7.9,19,1.4,NA,"documentation","USA"
"Hit & Run","SHOW",2021,"TV-MA",49,1,7.1,8367,1.4,7.5,"action","Other"
"Blood Sisters","SHOW",2022,"TV-MA",57,1,NA,NA,25.964,NA,"crime","USA"
"Wild Babies","SHOW",2022,NA,30,1,NA,NA,2.744,NA,"documentation","UK"
"Bigbug","MOVIE",2022,"R",111,NA,5.4,6986,84.672,5.4,"scifi","France"
"Trust No One: The Hunt for the Crypto King","MOVIE",2022,"R",90,NA,6.3,3850,45.151,5.8,"crime","UK"
"Murder Among the Mormons","SHOW",2021,"TV-14",53,1,7,6028,4.696,7.3,"crime","USA"
"Kate","MOVIE",2021,"R",106,NA,6.2,57689,69.823,6.7,"action","Japan"
"Worth","MOVIE",2021,"PG-13",118,NA,6.8,12745,29.665,6.8,"history","Canada"
"Katla","SHOW",2021,"TV-MA",46,1,7,13095,73.252,7.2,"scifi","Other"
"The Last Bus","SHOW",2022,"TV-PG",35,1,5,500,5.887,8.1,"scifi","UK"
"Cracow Monsters","SHOW",2022,"TV-MA",52,1,5.5,1492,218.835,6.7,"scifi","Other"
"The Puppet Master: Hunting the Ultimate Conman","SHOW",2022,"TV-MA",42,1,7,5224,8.688,6.7,"crime","UK"
"Twenty Five Twenty One","SHOW",2022,"TV-14",76,1,8.7,4081,76.371,8.6,"drama","Korea"
"Today We Fix the World","MOVIE",2022,NA,113,NA,6.2,782,8.918,6.6,"drama","Argentina"
"Nightbooks","MOVIE",2021,NA,103,NA,5.7,8278,116.672,6.4,"fantasy","Canada"
"Firefly Lane","SHOW",2021,"TV-MA",52,1,7.4,20300,21.558,7.7,"drama","USA"
"Furioza","MOVIE",2021,NA,139,NA,6.2,3383,16.281,6.2,"action","Other"
"The Billion Dollar Code","SHOW",2021,"TV-MA",67,1,8,7313,12.167,8.3,"drama","Germany"
"Last Man Down","MOVIE",2021,"R",87,NA,5,10906,505.736,6.3,"thriller","UK"
"Rumspringa - Ein Amish in Berlin","MOVIE",2022,NA,102,NA,5.3,257,65.905,5.9,"drama","Germany"
"No One Gets Out Alive","MOVIE",2021,"R",85,NA,5.3,13913,125.021,6,"thriller","Other"
"The Woman in the Window","MOVIE",2021,"R",102,NA,5.7,70886,32.777,6.1,"thriller","USA"
"Radhe Shyam","MOVIE",2022,NA,138,NA,6.9,21328,9.77,5.4,"romance","India"
"The Principles of Pleasure","SHOW",2022,"TV-MA",51,1,4.7,64,6.073,7.3,"documentation","USA"
"Honeymoon With My Mother","MOVIE",2022,NA,110,NA,5.8,1503,642.372,6.3,"comedy","Spain"
"Attenborough's Life in Colour","SHOW",2021,"TV-PG",51,1,8.2,3090,3.813,7.6,"documentation","UK"
"Home Team","MOVIE",2022,"PG",99,NA,6,16320,92.767,6.8,"comedy","USA"
"The Turning Point","MOVIE",2021,NA,98,NA,7,9,14.898,6.6,"drama","Italy"
"Making Fun","SHOW",2022,"TV-PG",41,1,7,557,3.698,7,"reality","USA"
"The Irregulars","SHOW",2021,"TV-14",53,1,5.9,14714,14.099,7.6,"crime","UK"
"After We Fell","MOVIE",2021,"R",99,NA,4.6,12339,267.501,7.1,"drama","France"
"My Name","SHOW",2021,"TV-MA",50,1,7.8,18446,90.655,8.4,"thriller","Korea"
"Hypnotic","MOVIE",2021,NA,88,NA,5.3,14887,99.758,6.1,"horror","Canada"
"Turning Point: 9/11 and the War on Terror","SHOW",2021,"TV-14",62,1,8,8881,12.219,7.4,"war","USA"
"Yaksha: Ruthless Operations","MOVIE",2022,NA,125,NA,6.2,2486,1275.252,6.2,"action","Korea"
"The Vault","MOVIE",2021,"R",118,NA,6.4,21511,22.456,5.9,"action","Spain"
"How to Become a Tyrant","SHOW",2021,"TV-MA",27,1,7.4,8041,13.37,7.4,"war","USA"
"A Farewell to Ozark","MOVIE",2022,NA,30,NA,NA,NA,20.664,NA,"documentation","USA"
"The Taming of the Shrewd","MOVIE",2022,NA,112,NA,4.6,630,29.626,5,"romance","Other"
"Who Killed Sara?","SHOW",2021,"TV-MA",41,3,6.4,12148,96.969,7.7,"drama","Mexico"
"The Innocent","SHOW",2021,"TV-MA",58,1,7.8,29019,17.533,7.8,"crime","Spain"
"Masters of the Universe: Revelation","SHOW",2021,"TV-PG",26,2,5.2,26127,29.588,7,"scifi","USA"
"The Dig","MOVIE",2021,"PG-13",112,NA,7.1,71915,21.463,6.9,"drama","UK"
"Maya and the Three","SHOW",2021,"TV-Y7",131,1,8.1,3597,55.962,7.7,"comedy","Mexico"
"Aftermath","MOVIE",2021,NA,114,NA,5.3,15125,63.255,6.5,"horror","USA"
"Night Stalker: The Hunt for a Serial Killer","SHOW",2021,"TV-MA",47,1,7.5,23939,14.926,7.4,"crime","USA"
"The Girl from Oslo","SHOW",2021,NA,31,1,6.3,2973,1.4,7.5,"drama","Other"
"Samurai Rabbit: The Usagi Chronicles","SHOW",2022,"TV-Y7",25,1,6.6,148,23.058,6.7,"action","USA"
"The Witcher: Nightmare of the Wolf","MOVIE",2021,NA,83,NA,7.2,41508,20.903,7.7,"fantasy","Other"
"Prayers for the Stolen","MOVIE",2021,"R",110,NA,7.3,1729,24.703,7.9,"drama","Other"
"There's Someone Inside Your House","MOVIE",2021,NA,86,NA,4.8,14421,71.787,5.6,"thriller","USA"
"Zone 414","MOVIE",2021,"R",98,NA,4.9,3878,271.247,5.5,"thriller","UK"
"Vincenzo","SHOW",2021,NA,81,1,8.4,15134,45.98,8.8,"action","Korea"
"The One","SHOW",2021,"TV-MA",42,1,6.6,12367,17.293,6.9,"crime","UK"
"Blood Red Sky","MOVIE",2021,NA,121,NA,6.1,44006,65.137,7.1,"fantasy","UK"
"The Fable: The Killer Who Doesn't Kill","MOVIE",2021,NA,132,NA,6.8,1282,5.25,6.7,"comedy","Japan"
"The Starling","MOVIE",2021,"PG-13",102,NA,6.3,11733,34.678,7.2,"comedy","USA"
"Feria: The Darkest Light","SHOW",2022,"TV-MA",50,1,5.7,1532,27.69,7,"scifi","Spain"
"Intrusion","MOVIE",2021,NA,92,NA,5.3,15464,69.688,6,"drama","USA"
"My Little Pony: A New Generation","MOVIE",2021,"PG",91,NA,6.8,3468,124.569,7.9,"fantasy","Canada"
"Cosmic Sin","MOVIE",2021,"R",88,NA,2.5,12284,111.295,4.2,"scifi","USA"
"Midnight at the Pera Palace","SHOW",2022,"TV-14",44,1,7.1,6624,6.78,7.2,"crime","Turkey"
"VOIR","SHOW",2021,"TV-MA",20,1,6.8,1255,3.794,7.2,"documentation","USA"
"Beast","MOVIE",2022,NA,162,NA,6.8,19332,21.561,5.5,"thriller","India"
"Kingdom: Ashin of the North","MOVIE",2021,NA,92,NA,7.2,4890,30.991,7.5,"action","Korea"
"Jupiter's Legacy","SHOW",2021,"TV-MA",45,1,6.7,37235,48.307,7.3,"scifi","USA"
